"","EIN","ACCPER","ACTIV1","ACTIV2","ACTIV3","ADDRESS","AFCD","ASS_BOY","ASS_EOY","BOND_BOY","BOND_EOY","CENSUSTRACT","CITY","CLASSCD","COMPENS","COMPENSP","CONT","CONTACT","CONTP","DEDUCTCD","DIREXP","EOSTATUS","EPOSTCARD","EXPS","EXPSP","FILENAME","FIPS","FISYR","FISYRP","FNDNCD","FRCD","FUNDBAL","FUNDFEES","FUNDFEESP","FUNDINC","FUNDINCP","GFTGRNTSRCVD170","GOODS","GRPROF","GRPROFP","GRREC","GRRECMEM","GRRECOTH","GRRECPUB","GRSINC170","GRSINCFNDRSNG","GRSINCGAMING","GRSRCPTSADMISSN509","GRSRCPTSRELATED170","GRSRNTSPRSNL","GRSRNTSREAL","INITFEES","INPRIOR","INPRIORSRC","INVENTG","INVINC","INVINCP","LATITUDE","LESSDIRFNDRSNG","LESSDIRGAMING","LEVEL1","LEVEL2","LEVEL3","LEVEL4","LIAB_BOY","LIAB_EOY","LONGITUDE","MAJGRPB","MANUALLY_FIXED","MRTG_BOY","MRTG_EOY","MSA_NECH","NAICS","NAME","NCCSKEY","NCCSKEY2","NETA_BOY","NETGNLS","NETINC","NETINCFNDRSNG","NETINCGAMING","NETINCP","NETRENT","NETRENTP","NTEE1","NTEECC","NTEEFINAL","NTEEFINAL1","NTEEIRS","NTEESRC","NTMAJ10","NTMAJ12","NTMAJ5","ORGCD","OTHCHGS","OTHINC","OTHINCP","OTHSAL","OTHSALP","OUTNCCS","OUTREAS","PAYTAX","PAYTAXP","PMSA","PROGREV","PROGREVP","Q78A","RANDNUM","REASON","RENTEXP","RENTINC","RETEARN","RETE_BOY","RNTLEXPNSPRSNL","RNTLEXPNSREAL","RNTLINCPRSNL","RNTLINCREAL","ROYALTSINC","RULEDATE","SALEOTHE","SALEOTHG","SALEOTHN","SALEOTHNP","SALESECN","SALESECNP","SALESEXP","SECUR","SEC_NAME","SOIYR","SOURCE","SPEVTG","SRVCSVAL170","SRVCSVAL509","STATE","STYEAR","SUBCD","SUBSECCD","SUBTOTSUPPINC509","TAXPER","TAXPERP","TOTGFTGRNTRCVD509","TOTREV","TOTREV2","TOTREVP","TOTSUPP509","TXEXMPTBNDSPROCEEDS","TXREVNUELEVIED170","TXREVNUELEVIED509","UNSECUREDNOTESEND","VALIDATION_STATE","ZIP","ZIP5","full_address","lat","long"
"1659","841256153","12","125","000","000","5400 STONE CREEK CIRCLE",3,1384,55823,0,0,8069001709,"LOVELAND",20,0,0,106085,NA,72966,1,6860,"01",0,66836,71582,"841256153_201812_990EZ",8069,2018,2017,15,"020",55823,0,0,0,0,201101,0,0,0,128135,NA,NA,0,0,22050,0,0,0,0,0,0,1,"18eoextractez.xlsx",0,0,0,40.4082,0,0,"PC","O","ED","B",0,0,-104.9989,"B",NA,0,0,NA,611710,"LOVELAND STRATEGIC PATRNERSHIP","841256153201812","8412561532018",1384,0,54439,15190,0,1384,0,0,"B","B90","B90","B","B90","IRS","ED","ED","ED",1,0,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.2111979539327,"7",0,0,NA,NA,0,0,0,0,0,200303,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",22050,0,0,"CO",20180,"3","3",0,201812,201712,0,121275,121275,72966,0,0,0,0,0,0,"80538-6151","80538","5400 STONE CREEK CIRCLE,LOVELAND,CO,80538-6151",40.407939,-105.0005275
"1660","841257470","06","560","000","000","1673 N SHERMAN ST",3,192681,212808,0,0,8031002601,"DENVER",10,0,0,33483,"UNIVERSITY CLUB",49270,1,12586,"01",0,24350,53807,"841257470_201806_990EZ",8031,2018,2017,17,"020",212808,0,0,0,0,0,0,0,0,49530,NA,NA,0,0,12586,0,0,0,0,0,0,1,"18eoextractez.xlsx",0,3460,3112,39.7429,0,0,"PC","S","PB","S",0,0,-104.9849,"S",NA,0,0,NA,813410,"ROTARY CLUB OF DENVER MILE HIGH FOUNDATION","841257470201806","8412574702018",192681,0,12594,0,0,-1425,0,0,"S","S80","S80","S",NA,"WORD","PU","PU","OT",1,8289,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.764458909220209,"9",0,0,NA,NA,0,0,0,0,0,199406,0,0,0,0,0,0,0,NA,NA,20179,"19eoextractez.xlsx",12586,0,0,"CO",20179,"3","3",18750,201806,201706,186501,36944,36944,52382,205252,0,0,0,0,0,"80203-1603","80203","1673 N SHERMAN ST,DENVER,CO,80203-1603",NA,NA
"1661","841257714","06","166","000","000","303 E 17TH AVE STE 910",3,48215,50833,0,0,8031002802,"DENVER",10,0,0,0,NA,0,1,0,"01",0,523,3590,"841257714_201806_990O",8031,2018,2017,17,"020",11577,0,0,0,0,1108253,0,0,0,3140,0,0,NA,1614,0,0,0,762526,0,0,0,1,"18eoextract990.xlsx",0,0,23,39.721764,0,0,"PC","S","HE","E",39255,39256,-104.982614,"EH",NA,0,0,NA,622110,"COLORADO BEHAVIORAL HEALTHCARE SYSTEM INC","841257714201806","8412577142018",8960,0,2617,0,0,-1407,0,0,"E","E21","E21","E","F99I","NEW","HE","EH","HE",1,NA,3140,1386,0,0,"IN",NA,0,0,NA,0,774,"N",0.851496623403294,"07",0,0,0,0,0,0,0,0,0,199506,0,0,0,0,0,0,0,0,NA,20179,"19eoextract990.xlsx",0,0,0,"CO",20179,"3","3",0,201806,201706,0,3140,3140,2183,0,0,0,0,0,0,"80203-1262","80203","303 E 17TH AVE STE 910,DENVER,CO,80203-1262",NA,NA
"1662","841259195","12","602","000","000","PO BOX 336951",3,62437,66974,0,0,8123002501,"GREELEY",20,0,0,5912,"TREASURER",4770,1,8688,"01",0,25740,43429,"841259195_201812_990EZ",8123,2018,2017,16,"020",66974,0,0,0,0,24144,0,0,0,38965,NA,NA,0,1159,32850,0,0,0,0,0,0,1,"18eoextractez.xlsx",0,203,494,40.5009,0,0,"PC","S","ZA","B",0,0,-104.315,"B",NA,0,0,NA,813219,"GREELEY CENTRAL WILDCAT BOOSTER FOUNDATION A NONPROFIT CORPORATION","841259195201812","8412591952018",62437,0,4537,24162,0,-10867,0,0,"B","B112","B1120","B","B94Z","BEST","ED","ED","ED",1,0,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.599790868282483,"7",0,0,NA,NA,0,0,0,0,0,199802,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",32850,0,0,"CO",20180,"3","3",0,201812,201712,0,30277,30277,32562,0,0,0,0,0,0,"80633-0616","80633","PO BOX 336951,GREELEY,CO,80633-0616",NA,NA
"1663","841260799","12","165","000","000","1212 S BROADWAY STE 200",3,3588231,3351215,0,0,8031003001,"DENVER",10,348888,377146,624996,"COLO",630816,1,0,"01",0,3152346,2926150,"841260799_201812_990O",8031,2018,2017,15,"010",3148509,0,0,0,0,3555281,0,0,0,3129753,0,0,NA,27261,0,0,0,4899766,0,0,0,1,"18eoextract990.xlsx",0,1537,13939,39.694579,0,0,"PC","O","HE","E",417129,202706,-104.987375,"E",NA,0,0,NA,621498,"COLORADO COMMUNITY MANAGED CARE NETWORK","841260799201812","8412607992018",3171102,0,-22593,0,0,115151,0,0,"E","E32","E32","E","E30Z","NEW","HE","HE","HE",1,NA,290086,218712,1006593,1081291,"IN",NA,100471,112816,NA,2213134,2177834,"N",0.0360526834532262,"07",0,0,0,0,0,0,0,0,0,199412,0,0,0,0,0,0,0,0,NA,20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,0,3129753,3129753,3041301,0,0,0,0,0,0,"80210-1583","80210","1212 S BROADWAY STE 200,DENVER,CO,80210-1583",NA,NA
"1664","841262971","06","150","000","000","2315 E HARMONY RD STE 200",1,4835353781,5905134945,196985054,184335104,8069000802,"FORT COLLINS",12,2024361,1746148,2438879,"THE ORGANIZATION",2840052,1,0,"01",0,550882783,517302696,"841262971_201806_990O",8069,2018,2017,12,"010",1614561614,0,0,0,0,0,130410,235406,262802,1545168059,0,0,NA,0,0,0,0,0,163477,12382457,0,1,"18eoextract990.xlsx",365816,18358401,15288622,40.5725,0,0,"PC","O","HE","E",3498192542,4290573331,-105.0578,"EH",NA,19705807,17304433,NA,622110,"POUDRE VALLEY HEALTH CARE INC","841262971201806","8412629712018",1337161239,19717248,161892790,0,0,97976100,10572474,8598898,"E","E22","E22","E","E220","NEW","HE","EH","HE",1,NA,1402448,3808463,176394567,165695661,"IN",NA,2311056,2163268,NA,659740233,577191100,"Y",0.245830328181895,"03",1973460,12545934,0,0,163477,1809983,0,10572474,0,199502,5879,0,-5879,-374580,19723127,6717488,830282737,850005864,NA,20179,"19eoextract990.xlsx",0,0,0,"CO",20179,"3","3",0,201806,201706,0,712775573,712775573,615278796,0,310484,0,0,68772,0,"80528-8620","80528","2315 E HARMONY RD STE 200,FORT COLLINS,CO,80528-8620",NA,NA
"1665","841263461","12","230","232","000","3969 REDWOOD LANE",3,566700,578192,0,0,8101002700,"PUEBLO",20,0,0,4469,NA,2750,1,0,"01",0,50034,46064,"841263461_201812_990O",8101,2018,2017,17,"010",578192,0,0,0,0,0,0,0,0,61526,0,0,NA,0,0,0,199317,0,0,0,0,1,"18eoextract990.xlsx",0,5227,5851,38.2307,0,0,"PC","S","HS","K",0,0,-104.6617,"K",NA,0,0,NA,115000,"HUDSON RANCH L L C","841263461201812","8412634612018",566700,0,11492,0,0,3491,0,0,"K","K20","K20","K","K20Z","IRS","HU","HU","HU",1,NA,0,0,0,0,"IN",NA,0,0,NA,51830,40954,"N",0.519409452040971,"09",0,0,0,0,0,0,0,0,0,199512,0,0,0,0,0,0,0,0,"PUEBLO COUNTY 4-H FOUNDATION INC",20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",15370,201812,201712,9869,61526,61526,49555,224556,0,0,0,0,0,"81005-2595","81005","3969 REDWOOD LANE,PUEBLO,CO,81005-2595",38.2307638823529,-104.660932058824
"1666","841264154","12","994","123","000","789 SHERMAN ST",3,1688590,1785152,0,0,8031002702,"DENVER",12,132336,120040,1522912,NA,1701561,1,19789,"01",0,1474839,1154061,"841264154_201812_990O",8031,2018,2017,15,"010",1721695,0,0,-13806,-17751,7188676,0,0,0,1557014,0,0,NA,99435,5983,0,0,59090,0,2750,0,1,"18eoextract990.xlsx",0,3372,0,39.728888,19789,0,"PC","O","HS","I",28918,63457,-104.984951,"I",NA,0,0,NA,541720,"COLORADO CENTER ON LAW AND POLICY","841264154201812","8412641542018",1659672,-363,62023,-13806,0,547963,2750,3400,"I","I058","I0580","I","I20","BEST","HU","HU","HU",1,NA,0,0,742433,637450,"IN",NA,60070,54415,NA,21997,14814,"N",0.522880905065415,"07",0,2750,0,0,0,0,0,2750,0,199411,0,0,0,0,-363,0,363,0,NA,20180,"19eoextract990.xlsx",5983,0,0,"CO",20180,"3","3",0,201812,201712,0,1536862,1536862,1702024,0,0,0,0,0,0,"80203-3529","80203","789 SHERMAN ST,DENVER,CO,80203-3529",39.72866925,-104.9852577
"1667","841266993","06","328","000","000","2715 W HOLDEN PL",3,1367579,1362197,0,0,8031000800,"DENVER",10,73145,70580,18238,"ORLANDO MARTINEZ",28513,1,0,"01",0,148070,158910,"841266993_201806_990O",8031,2018,2017,15,"010",1343286,0,0,0,0,0,0,0,0,75189,0,0,NA,0,0,0,543729,0,0,0,0,1,"18eoextract990.xlsx",0,56951,30499,39.7357,0,0,"PC","O","HS","I",12727,18911,-105.0208,"I",NA,0,0,NA,541199,"FRESH START INC","841266993201806","8412669932018",1354852,0,-72881,0,0,-99898,0,0,"I","I40","I40","I","I21Z","NEW","HU","HU","HU",1,NA,0,0,19117,25290,"IN",NA,9939,10344,NA,0,0,"N",0.852451128252028,"09",0,0,0,0,0,0,0,0,0,199409,0,0,0,0,0,0,0,0,NA,20179,"19eoextract990.xlsx",0,0,0,"CO",20179,"3","3",214404,201806,201706,164750,75189,75189,59012,922883,0,0,0,0,0,"80204-3350","80204","2715 W HOLDEN PL,DENVER,CO,80204-3350",39.73588035,-105.0206133
"1668","841267213","12","179","000","000","1385 SOUTH COLORADO BOULEVARD SUITE",3,2684510,2993911,0,0,8031003902,"DENVER",10,320502,277310,9793386,NA,6281797,1,0,"01",0,9782589,6202507,"841267213_201812_990O",8031,2018,2017,15,"010",2912672,0,0,0,0,22844156,0,0,0,10447389,0,0,NA,7363,0,0,0,2185518,0,0,0,1,"18eoextract990.xlsx",0,1619,1176,39.6914,0,0,"PC","S","ZA","E",424968,81239,-104.9407,"E",NA,0,0,NA,813219,"TRAILHEAD INSTITUTE","841267213201812","8412672132018",2259542,0,664800,0,0,892073,0,0,"E","E117","E1170","E","E60Z","BEST","HE","HE","HE",1,NA,15516,21219,982124,729652,"IN",NA,103954,87647,NA,636868,790388,"N",0.657205297380322,"07",0,0,0,0,0,0,0,0,0,199406,0,0,0,0,0,0,0,0,NA,20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,0,10447389,10447389,7094580,0,0,0,0,0,0,"80222-3304","80222","1385 SOUTH COLORADO BOULEVARD SUITE,DENVER,CO,80222-3304",NA,NA
"1669","841268520","12","431","000","000","CO RGO 5590 E YALE AVE 201",3,67985,73441,0,0,NA,"DENVER",10,0,0,42702,"LAURA SRSICH",35665,1,32972,"01",0,24811,42004,"841268520_201812_990EZ",8031,2018,2017,16,"010",72874,0,0,0,0,0,0,0,0,63762,NA,NA,0,0,21060,0,128964,0,0,0,0,1,"18eoextractez.xlsx",0,0,28,0,0,0,"PC","O","HS","P",2201,567,0,"P",NA,0,0,NA,624120,"ALLIANCE FOUNDATION","841268520201812","8412685202018",65784,0,5979,-11912,0,-11962,0,0,"P","P80","P80","P","P80Z","IRS","HU","HU","HU",1,1111,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.648301403331896,"9",0,0,NA,NA,0,0,0,0,0,199711,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",21060,0,0,"CO",20180,"3","3",125,201812,201712,166589,30790,30790,30042,295678,0,0,0,0,0,"80222-0000","80222","CO RGO 5590 E YALE AVE 201,DENVER,CO,80222-0000",NA,NA
"1670","841269848","12","995","300","000","17035 COUNTY ROAD 26",3,80183,97056,0,0,8087000800,"BRUSH",20,18660,0,9025,"MITH HICKEY",9375,1,0,"01",0,446349,399423,"841269848_201812_990O",8087,2018,2017,16,"010",44265,0,0,0,0,0,0,0,0,451604,0,0,NA,0,0,0,1322915,0,0,0,0,1,"18eoextract990.xlsx",0,1098,796,40.2483,0,0,"PC","O","HS","N",41135,52791,-103.6613,"N",NA,0,0,NA,713990,"COLORADO JUNIOR RODEO ASSOCIATION INC","841269848201812","8412698482018",39048,0,5255,0,0,9588,0,0,"N","N69","N69","N","N60","BEST","HU","HU","HU",1,NA,0,3055,0,0,"IN",NA,0,0,NA,441481,395785,"N",0.185799660829943,"09",0,0,44265,39048,0,0,0,0,0,199410,0,0,0,0,0,0,0,0,NA,20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",4320,201812,201712,708954,451604,451604,409011,2036189,0,0,0,0,0,"80723-9733","80723","17035 COUNTY ROAD 26,BRUSH,CO,80723-9733",NA,NA
"1671","841272157","12","044","000","000","7469 SPRING DR",3,662523,551813,0,0,8013061300,"BOULDER",20,0,0,0,NA,0,1,0,"01",0,114845,135407,"841272157_201812_990O",8031,2018,2017,16,"020",551078,0,0,0,0,0,0,0,0,4146,0,0,NA,0,0,0,10002,0,0,0,0,1,"18eoextract990.xlsx",0,4073,2658,39.938616,0,0,"PC","O","IN","Q",746,735,-105.159918,"Q",NA,0,0,NA,611710,"FOUNDATION FOR GLOBAL SCHOLARS","841272157201812","8412721572018",661777,0,-110699,0,0,-131234,0,0,"Q","Q22","Q22","Q","Q220","NEW","IN","IN","OT",1,NA,73,14,0,0,"IN",NA,0,0,NA,0,1501,"N",0.417277008207444,"09",0,0,0,0,0,0,0,0,0,199511,0,0,0,0,0,0,0,0,NA,20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",3929,201812,201712,53648,4146,4146,4173,247070,0,0,0,0,0,"80303-5119","80303","7469 SPRING DR,BOULDER,CO,80303-5119",39.9755980163921,-105.178301317616
"1672","841272484","06","031","150","120","2501 ASH AVE APT 36",9,5242358,5067229,0,0,8123000703,"GREELEY",17,0,0,296376,"NANCY W TAYLOR",353293,1,0,"01",0,979062,980751,"841272484_201906_990O",8123,2019,2018,15,"010",3948140,0,0,0,0,1684399,0,0,0,839969,0,0,NA,111739,0,0,0,2097344,0,19800,0,1,"18eoextract990.xlsx",0,124,78,40.3978,0,0,"PC","O","HS","L",1155125,1119089,-104.6732,"L",NA,1004554,964740,NA,624229,"CATHOLIC CHARITIES & COMMUNITY SERVICES FARM LABOR HOUSING CORP","841272484201906","8412724842019",4087233,0,-139093,0,0,-127672,19800,19000,"L","L21","L21","L",NA,"NEW","HU","HU","HU",5,NA,0,0,123280,135000,"IN",NA,8748,8919,NA,523669,478551,"N",0.855137496620411,"07",0,19800,0,0,0,0,0,19800,0,194603,0,0,0,0,0,0,0,0,NA,20189,"19eoextract990.xlsx",0,0,0,"CO",20189,"3","3",0,201906,201806,0,839969,839969,853079,0,0,0,0,0,0,"80631-7450","80631","2501 ASH AVE APT 36,GREELEY,CO,80631-7450",NA,NA
"1673","841272540","06","000","000","000","1301 QUEBEC ST",3,3389334,3714419,0,0,NA,"DENVER",21,165197,159040,42944,"ESTELLE DOUGHERTY",80840,1,34043,"01",0,2202395,1857950,"841272540_201906_990O",8031,2019,2018,11,"010",2326849,0,0,93208,85426,0,0,0,0,2414648,0,0,NA,0,127251,0,0,0,0,0,0,1,"18eoextract990.xlsx",0,6718,0,39.7373,34043,0,"PC","O","ED","B",1240695,1387570,-104.9035,"B",NA,0,0,NA,611110,"PADDINGTON STATION INC","841272540201906","8412725402019",2148639,0,178210,93208,0,315883,0,0,"B","B21","B21","B","B21","IRS","ED","ED","ED",1,NA,4688,2852,1223819,991400,"IN",NA,100980,85044,NA,2233047,2004715,"N",0.387389267674536,"02",0,0,0,0,0,0,0,0,0,200210,0,0,0,0,0,0,0,0,NA,20189,"19eoextract990.xlsx",127251,0,0,"CO",20189,"3","3",0,201906,201806,0,2380605,2380605,2173833,0,0,0,0,0,0,"80220-3028","80220","1301 QUEBEC ST,DENVER,CO,80220-3028",39.73753635,-104.903750872763
"1674","841273943","12","994","560","000","2335 JOURNEY LN",3,81556,80956,0,0,8013013201,"FORT COLLINS",12,0,0,39934,"TRACY THOMAS",54456,1,0,"01",0,40534,41670,"841273943_201812_990EZ",8069,2018,2017,15,"020",80956,0,0,0,0,0,0,0,0,39934,NA,NA,0,0,0,0,0,0,0,0,0,1,"18eoextractez.xlsx",0,0,0,40.2178,0,0,"PC","O","EN","D",0,0,-105.159,"D",NA,0,0,NA,813312,"ELDER PET CARE","841273943201812","8412739432018",81556,0,-600,0,0,12786,0,0,"D","D20","D20","D","D99","BEST","EN","EN","OT",1,0,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.395834327744443,"9",0,0,NA,NA,0,0,0,0,0,199502,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,252509,39934,39934,54456,252509,0,0,0,0,0,"80524-2618","80524","2335 JOURNEY LN,FORT COLLINS,CO,80524-2618",NA,NA
"1675","841274149","12","995","404","000","700 COLORADO BLVD 145",3,135789,148458,0,0,8031003203,"DENVER",10,0,0,132490,NA,109205,1,3239,"01",0,120892,120020,"841274149_201812_990O",8031,2018,2017,15,"010",148458,0,2400,810,502,606585,0,0,0,136800,0,0,NA,596,4049,0,0,0,0,0,0,1,"18eoextract990.xlsx",0,261,98,39.7202,3239,0,"PC","O","AR","A",0,0,-104.9688,"A",NA,0,0,NA,711130,"CITY PARK JAZZ INC","841274149201812","8412741492018",135789,0,12669,810,0,-10215,0,0,"A","A6C","A6C","A","A68","BEST","AR","AR","AR",1,NA,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.0209710476866674,"07",0,0,0,0,0,0,0,0,0,199411,0,0,0,0,0,0,0,0,NA,20180,"19eoextract990.xlsx",4049,0,0,"CO",20180,"3","3",0,201812,201712,0,133561,133561,109805,0,0,0,0,0,0,"80206-4084","80206","700 COLORADO BLVD 145,DENVER,CO,80206-4084",NA,NA
"1676","841274745","12","994","149","000","1760 N LAFAYETTE ST",3,112088,93403,0,0,8031003102,"DENVER",10,0,0,5202,NA,350,1,0,"01",0,55917,51414,"841274745_201812_990EZ",8031,2018,2017,15,"010",88836,0,0,0,0,0,10924,43847,77721,68512,NA,NA,0,0,0,0,341077,0,0,0,0,1,"18eoextractez.xlsx",54771,29,26,39.7442,0,0,"PC","O","HS","P",7461,4567,-104.9708,"P",NA,0,0,NA,813219,"COGNITIVE ASSOCIATES RESEARCH AND EVALUATION","841274745201812","8412747452018",104627,0,1671,0,0,31454,0,0,"P","P19","P19","P","P30","NEW","HU","HU","HU",1,-17462,0,0,0,0,"IN",NA,0,0,NA,8510,4771,"N",0.286515685547129,"9",0,0,NA,NA,0,0,0,0,0,199502,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",0,0,0,"CO",20180,"3","3",128,201812,201712,9532,57588,57588,82868,350737,0,0,0,0,0,"80218-1117","80218","1760 N LAFAYETTE ST,DENVER,CO,80218-1117",39.7441879199052,-104.970798658224
"1677","841274835","12","380","381","000","1600 BROADWAY STE 2000",3,1559188,1559304,0,0,8031002403,"DENVER",17,0,0,0,"STEVE SPEARS",0,1,0,"01",0,3,127,"841274835_201812_990O",8031,2018,2017,15,"130",-116394,0,0,0,0,0,0,0,0,119,0,0,NA,0,0,0,303050,0,0,0,0,1,"18eoextract990.xlsx",0,0,0,39.7474,0,0,"PC","O","HS","L",1675698,1675698,-104.9874,"L",NA,1581190,1581190,NA,813990,"WARDE HOUSING CORPORATION","841274835201812","8412748352018",-116510,0,116,0,0,-127,0,0,"L","L50","L50","L","L20Z","BEST","HU","HU","HU",1,NA,0,0,0,0,"IN",NA,0,0,NA,119,0,"N",0.119619493788298,"09",0,0,0,0,0,0,0,0,0,199702,0,0,0,0,0,0,0,0,NA,20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,0,119,119,0,303050,0,0,0,0,0,"80202-4929","80202","1600 BROADWAY STE 2000,DENVER,CO,80202-4929",NA,NA
"1678","841276260","12","149","000","000","PO BOX 1777",3,172815,203482,0,0,8003960000,"ALAMOSA",10,68099,63973,0,"UAVWF",40000,1,0,"01",0,425761,391911,"841276260_201812_990O",8003,2018,2017,16,"010",69895,0,0,0,0,0,0,0,0,470288,0,0,NA,0,0,0,1308668,0,0,0,0,1,"18eoextract990.xlsx",0,57,60,37.4799,0,0,"PC","O","HS","M",147446,133587,-105.791,"M",NA,0,0,NA,624230,"UPPER ARKANSAS VALLEY WILDFIRE FOUNDATION","841276260201812","8412762602018",25369,0,44527,0,0,781,0,0,"M","M20","M20","M","M24Z","BEST","HU","HU","HU",1,NA,0,0,37664,29151,"IN",NA,3987,6752,NA,470231,352632,"N",0.518128508933428,"09",0,0,0,0,0,0,0,0,0,199801,0,0,0,0,0,0,0,0,"WILDFIRE FOUNDATION",20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",222,201812,201712,150000,470288,470288,392692,1458890,0,0,0,0,0,"81101-1777","81101","PO BOX 1777,ALAMOSA,CO,81101-1777",NA,NA
"1679","841276944","12","994","380","000","PO BOX 300186",3,10548,0,0,0,8031002702,"DENVER",10,0,0,0,"ALLAN FREDRICK",0,1,0,"01",0,10548,125770,"841276944_201812_990O",8031,2018,2017,15,"020",0,0,0,0,0,3587,0,0,0,0,0,0,NA,2134,0,0,0,0,0,0,0,1,"18eoextract990.xlsx",0,0,0,39.7317,0,0,"PC","O","HS","L",0,0,-104.9827,"L",NA,0,0,NA,624220,"CHESNEY-KLEINJOHN HOUSING INC","841276944201812","8412769442018",10548,0,-10548,0,0,-125770,0,0,"L","L99","L99","L","L20","NEW","HU","HU","HU",1,NA,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.366648823669622,"07",0,0,0,0,0,0,0,0,0,199408,0,0,0,0,0,0,0,0,NA,20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,0,0,0,0,0,0,0,0,0,0,"80203-0186","80203","PO BOX 300186,DENVER,CO,80203-0186",NA,NA
"1680","841277107","09","995","119","000","2985 WARD CT",3,1481,743,0,0,8031004303,"WHEAT RIDGE",10,0,143318,7489,"MARK BIESTERFELD",0,1,0,"01",0,8946,452106,"841277107_201809_990EZ",8031,2018,2017,16,"020",743,0,0,0,0,0,0,0,0,9689,NA,NA,0,0,0,0,0,0,0,0,0,1,"18eoextract990.xlsx",0,0,47,39.7225,0,0,"PC","O","AR","A",0,0,-104.935,"A",NA,0,0,NA,611610,"COLORADO INSTITUTE OF MUSIC","841277107201809","8412771072018",1481,0,743,0,0,-105264,0,0,"A","A6E","A6E","A","A25","BEST","AR","AR","AR",1,-1481,0,0,0,0,"IN",NA,0,0,NA,2200,346795,"N",0.37045444505396,"9",0,0,NA,0,0,0,0,0,0,199908,0,0,0,0,0,0,0,NA,NA,20179,"19eoextractez.xlsx",0,0,0,"CO",20179,"3","3",2643,201809,201709,229650,9689,9689,346842,1665485,0,0,0,0,0,"80215-6527","80215","2985 WARD CT,WHEAT RIDGE,CO,80215-6527",39.7593630606061,-105.137824151515
"1681","841278128","12","994","063","000","1601 ARAPAHOE ST STE 700",3,1,1,0,0,8031001702,"DENVER",21,0,0,0,"DONALD A FERGUSON",0,1,0,"01",0,0,0,"841278128_201812_990EZ",8031,2018,2017,15,"020",0,0,0,0,0,4128,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,"18eoextractez.xlsx",0,0,0,39.747875,0,0,"PC","O","AR","A",0,0,-104.995691,"A",NA,0,0,NA,712120,"DANIELS AND FISHER TOWER PRESERVATION FOUNDATION","841278128201812","8412781282018",0,0,0,0,0,0,0,0,"A","A82","A82","A","A80","NEW","AR","AR","AR",1,0,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.19542357638599,"7",0,0,NA,NA,0,0,0,0,0,199412,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,0,0,0,0,0,0,0,0,0,0,"80202-2030","80202","1601 ARAPAHOE ST STE 700,DENVER,CO,80202-2030",NA,NA
"1682","841278246","06","029","380","000","PO BOX 1197",9,1320337,1301321,0,0,8003960000,"ALAMOSA",10,0,0,62897,"AUDREY LIU",82872,1,0,"01",0,293680,10968,"841278246_201906_990O",8003,2019,2018,15,"010",1205162,0,0,0,462,991876,0,107501,96748,300483,0,0,NA,297,0,0,0,0,0,0,0,1,"18eoextract990.xlsx",107501,0,0,37.4799,0,0,"PC","O","HS","L",121978,96159,-105.791,"L",NA,110021,81393,NA,624229,"HABITAT FOR HUMANITY INTERNATIONAL INC","841278246201906","8412782462019",1198359,0,6803,0,0,335975,0,0,"L","L20","L20","L",NA,"NEW","HU","HU","HU",5,NA,85,71,101164,3655,"IN",NA,7829,310,NA,130000,148560,"N",0.25783188187352,"07",0,0,0,0,0,0,0,0,0,198701,0,0,0,18230,0,0,0,0,"SAN LUIS VALLEY HFH",20189,"19eoextract990.xlsx",0,0,0,"CO",20189,"3","3",0,201906,201806,0,300483,300483,346943,0,0,0,0,0,0,"81101-1197","81101","PO BOX 1197,ALAMOSA,CO,81101-1197",NA,NA
